subject,list,object,objectPair,condition,responses,afc,pas,pas2
6,4,113,76,4,stero,1,NA,3
6,4,80,50,3,sundial,1,2,0
6,4,187,2,1,dresser,0,3,3
6,4,155,141,2,boot,0,NA,NA
6,4,34,4,4,chess,1,2,3
6,4,139,14,3,bobby pin,1,2,3
6,4,99,56,1,saw,0,2,3
6,4,14,139,3,propeller,1,2,NA
6,4,119,7,2,lipstick,1,3,3
6,4,56,99,1,flower,0,0,NA
6,4,141,155,2,purse,1,3,3
6,4,4,34,4,blanket,1,3,3
6,4,76,113,4,grater,1,3,3
6,4,2,187,1,truck,1,3,3
6,4,50,80,3,dresser,1,0,3
6,5,71,20,1,bike,0,NA,NA
6,5,98,78,2,scarf,1,3,3
6,5,88,40,4,spoon,1,3,3
6,5,143,128,1,purse,0,3,2
6,5,44,43,3,cradle,1,NA,NA
6,5,103,11,2,rug,0,3,3
6,5,150,156,4,tea kettle,1,0,0
6,5,32,122,3,chain,1,3,3
6,5,128,143,1,stairs,0,3,3
6,5,20,71,1,mug,0,3,3
6,5,43,44,3,flute,1,3,3
6,5,78,98,2,sweater,1,3,3
6,5,122,32,3,fishing lure,1,3,3
6,5,40,88,4,table,0,NA,NA
6,5,156,150,4,ice cube tray,1,3,3
6,5,11,103,2,gourd,1,3,3
6,6,154,176,1,spoon,1,3,NA
6,6,62,123,2,kettle,1,3,2
6,6,79,59,3,glasses,1,NA,3
6,6,165,45,1,mousetrap,0,3,3
6,6,72,89,4,towel,1,3,3
6,6,174,131,3,pants,1,3,NA
6,6,104,1,2,paper towels,1,3,3
6,6,13,16,4,binder,1,3,3
6,6,45,165,1,wheel,0,3,3
6,6,89,72,4,sponge,1,NA,NA
6,6,131,174,3,gloves,1,0,3
6,6,176,154,1,paperclip,1,3,NA
6,6,16,13,4,book,1,3,2
6,6,59,79,3,keys,1,2,3
6,6,1,104,2,lightbulb,0,3,3
6,6,123,62,2,chair,1,NA,3
6,7,53,23,4,calculator,0,NA,0
6,7,60,191,2,ethernet cable,1,3,3
6,7,145,15,3,shovel,0,3,3
6,7,117,135,1,bike,0,3,3
6,7,58,74,1,drain,0,NA,NA
6,7,172,170,2,tape recorder,0,2,2
6,7,188,186,3,record,1,NA,NA
6,7,90,57,4,speaker,1,3,3
6,7,186,188,3,lightbulb,1,3,3
6,7,74,58,1,tire,1,3,3
6,7,170,172,2,notebook,1,3,3
6,7,191,60,2,hose,0,2,2
6,7,135,117,1,hat,0,NA,0
6,7,57,90,4,logic board,1,3,3
6,7,15,145,3,boat,1,3,3
6,7,23,53,4,bucket,1,3,3
6,8,159,162,4,crowbar,1,3,3
6,8,157,33,1,axe,1,2,2
6,8,81,96,2,stroller,1,3,0
6,8,8,153,3,couch,1,3,3
6,8,73,68,3,candle,1,0,NA
6,8,151,97,2,key,1,0,NA
6,8,39,18,4,book,0,3,3
6,8,144,140,1,marker,0,NA,3
6,8,68,73,3,vase,1,2,3
6,8,153,8,3,bed,0,3,3
6,8,18,39,4,pillow,1,3,3
6,8,97,151,2,scissors,1,3,3
6,8,162,159,4,iron,0,3,3
6,8,140,144,1,hammer,0,NA,NA
6,8,96,81,2,truck,1,3,3
6,8,33,157,1,chair,1,3,3
7,1,181,184,2,circuit,1,3,3
7,1,107,64,3,hoop,1,2,2
7,1,161,163,4,pen,1,3,3
7,1,86,29,1,tie,0,0,0
7,1,3,6,1,egg,1,NA,NA
7,1,118,115,2,cloak,1,3,3
7,1,177,179,3,toilet paper,1,0,2
7,1,124,100,4,magnifying glass,1,3,3
7,1,100,124,4,satellite,1,3,3
7,1,163,161,4,shoe,1,3,3
7,1,64,107,3,clock,1,3,3
7,1,179,177,3,scarf,1,2,0
7,1,29,86,1,chess piece,1,0,NA
7,1,6,3,1,egg,0,0,0
7,1,115,118,2,microphone,0,3,3
7,1,184,181,2,couch,1,3,3
7,2,85,25,1,screw,0,3,NA
7,2,183,185,4,lock,0,3,3
7,2,37,112,1,comb,0,3,NA
7,2,102,110,3,mouse,1,2,2
7,2,166,129,3,spring,1,3,2
7,2,189,19,2,screwdriver,1,3,3
7,2,111,125,2,hose,1,NA,3
7,2,137,28,4,flask,1,3,3
7,2,19,189,2,necklace,1,2,3
7,2,112,37,1,rake,1,0,NA
7,2,185,183,4,lock,1,3,3
7,2,129,166,3,rope,1,3,2
7,2,28,137,4,candle,1,0,3
7,2,25,85,1,calculator,0,0,NA
7,2,110,102,3,bag,0,NA,2
7,2,125,111,2,corkscrew,0,3,3
7,3,52,26,2,fabric,1,2,0
7,3,192,133,4,ladder,1,3,3
7,3,61,121,1,film,0,NA,NA
7,3,66,95,3,camera,1,NA,NA
7,3,30,69,3,cane,0,3,3
7,3,31,47,2,cellphone,0,2,0
7,3,147,146,1,can opener,1,3,3
7,3,126,167,4,cabinet,1,3,3
7,3,167,126,4,nailclipper,1,3,3
7,3,121,61,1,kettle,0,3,3
7,3,69,30,3,umbrella,1,NA,NA
7,3,47,31,2,device,1,2,2
7,3,146,147,1,styrofoam,1,3,3
7,3,26,52,2,camera,1,2,2
7,3,95,66,3,guitar,1,NA,0
7,3,133,192,4,guitar,1,3,3
7,4,113,76,1,oven,0,3,3
7,4,34,4,1,floor,1,3,3
7,4,187,2,2,jacket,1,3,NA
7,4,7,119,3,wheel,1,3,NA
7,4,139,14,4,bobbypin,1,3,NA
7,4,80,50,4,sundial,1,3,2
7,4,155,141,3,table,0,2,3
7,4,99,56,2,nailclipper,1,NA,2
7,4,50,80,4,drawer,1,0,0
7,4,2,187,2,backpack,1,3,3
7,4,4,34,1,shirt,1,2,3
7,4,119,7,3,pipe,1,NA,3
7,4,141,155,3,pin,0,0,3
7,4,14,139,4,camera,0,3,3
7,4,56,99,2,fabric,1,0,3
7,4,76,113,1,grater,0,NA,0
7,5,44,43,4,crib,1,3,3
7,5,71,20,2,sheets,1,3,3
7,5,32,122,4,chain,1,0,NA
7,5,150,156,1,cup,0,0,2
7,5,88,40,1,ladle,0,NA,NA
7,5,143,128,2,belt,0,NA,NA
7,5,103,11,3,chair,1,3,3
7,5,98,78,3,sweater,0,3,3
7,5,128,143,2,hay,1,3,3
7,5,78,98,3,sweater,0,3,3
7,5,11,103,3,hat,1,2,2
7,5,40,88,1,bag,1,NA,0
7,5,20,71,2,truck,1,2,0
7,5,156,150,1,ice cube tray,0,3,3
7,5,122,32,4,lure,1,3,3
7,5,43,44,4,crayon,1,3,3
7,6,62,123,3,purse,0,3,2
7,6,104,1,3,ketchup bottle,1,2,3
7,6,154,176,2,ladle,1,0,3
7,6,72,89,1,towel,1,3,3
7,6,13,16,1,binder,1,NA,3
7,6,79,59,4,sun glasses,1,0,3
7,6,165,45,2,cutting board,1,3,NA
7,6,174,131,4,pants,1,3,3
7,6,131,174,4,glove,1,2,3
7,6,123,62,3,bike seat,1,NA,2
7,6,16,13,1,book,0,3,NA
7,6,45,165,2,cutting board,1,3,3
7,6,1,104,3,jar,1,3,2
7,6,89,72,1,sponge,1,3,0
7,6,59,79,4,car keys,1,3,NA
7,6,176,154,2,paperclip,1,NA,NA
7,7,145,15,4,router,1,3,3
7,7,117,135,2,router,1,2,2
7,7,172,170,3,cable,1,3,3
7,7,53,23,1,wall,1,NA,NA
7,7,58,74,2,light,1,3,3
7,7,188,186,4,record,1,3,3
7,7,90,57,1,microphone,0,NA,0
7,7,60,191,3,cord,1,3,3
7,7,170,172,3,notebook,1,NA,NA
7,7,57,90,1,microchip,1,2,2
7,7,191,60,3,plates,1,3,3
7,7,74,58,2,wheel,1,0,2
7,7,135,117,2,mushroom,1,2,2
7,7,186,188,4,lamp,1,3,3
7,7,15,145,4,bowl,1,NA,NA
7,7,23,53,1,box,0,3,3
7,8,159,162,1,razor,1,NA,3
7,8,73,68,4,toothbrush,1,3,3
7,8,151,97,3,wine bottle opener,0,3,3
7,8,39,18,1,book,0,3,2
7,8,8,153,4,bed,1,NA,2
7,8,157,33,2,axe,1,3,3
7,8,81,96,3,stroller,1,2,NA
7,8,144,140,2,marker,1,3,3
7,8,162,159,1,high heel,1,3,0
7,8,153,8,4,soap,1,2,NA
7,8,96,81,3,truck,1,0,3
7,8,68,73,4,vase,1,3,2
7,8,18,39,1,bowl,1,2,3
7,8,33,157,2,office chair,1,NA,3
7,8,140,144,2,hammer,1,3,NA
7,8,97,151,3,scissors,1,2,2
8,1,118,115,4,steering wheel,1,3,3
8,1,107,64,1,clock,1,NA,NA
8,1,181,184,4,clipboard,1,3,3
8,1,161,163,2,handle,1,3,2
8,1,124,100,2,cord,1,3,3
8,1,86,29,3,steering wheel,0,3,3
8,1,3,6,3,baloon,1,2,3
8,1,177,179,1,tape,0,NA,NA
8,1,184,181,4,clipboard,1,3,3
8,1,179,177,1,rope,0,3,NA
8,1,100,124,2,satellite,1,3,2
8,1,64,107,1,clock,0,NA,NA
8,1,115,118,4,puzzle piece,1,3,3
8,1,29,86,3,lamp,1,1,1
8,1,163,161,2,shoe,1,3,3
8,1,6,3,3,paint tray,1,1,3
8,2,189,19,4,pen,1,3,3
8,2,102,110,1,seat,1,3,NA
8,2,111,125,4,rattle,1,NA,3
8,2,137,28,2,purse,0,2,3
8,2,37,112,3,comb,1,NA,3
8,2,183,185,2,ting,1,3,2
8,2,166,129,1,mob,0,1,NA
8,2,85,25,3,screw,1,3,3
8,2,25,85,3,calcualtor,1,NA,1
8,2,125,111,4,corckscrew,1,3,3
8,2,112,37,3,rake,1,3,3
8,2,185,183,2,antenna,1,3,3
8,2,129,166,1,rope,1,2,NA
8,2,19,189,4,bracelet,0,NA,3
8,2,110,102,1,steering wheel,0,3,0
8,2,28,137,2,jelly,0,3,3
8,3,126,167,2,pan,0,3,3
8,3,30,69,1,handle,0,0,NA
8,3,66,95,1,seat,0,3,3
8,3,52,26,4,deoderant,1,3,3
8,3,31,47,4,phone,1,3,3
8,3,61,121,3,mug,0,3,3
8,3,147,146,3,clippers,1,3,2
8,3,192,133,2,ladder,1,NA,NA
8,3,146,147,3,flask,1,3,3
8,3,121,61,3,mug,1,3,3
8,3,133,192,2,guitar,1,NA,NA
8,3,47,31,4,phone,0,3,3
8,3,167,126,2,thing,0,3,2
8,3,69,30,1,seat,1,1,3
8,3,95,66,1,shoe,0,NA,0
8,3,26,52,4,camera,1,2,2
8,4,139,14,2,bobby pin,1,NA,3
8,4,34,4,3,book,0,NA,0
8,4,99,56,4,saw,1,3,2
8,4,187,2,4,jacket,1,3,1
8,4,80,50,2,sundial,1,2,3
8,4,7,119,1,battery,1,3,3
8,4,155,141,1,boot,0,2,1
8,4,113,76,3,computer,1,NA,3
8,4,4,34,3,dress,1,2,3
8,4,119,7,1,pole,0,3,3
8,4,2,187,4,rucksack,1,3,3
8,4,14,139,2,thing,1,3,NA
8,4,76,113,3,light,1,3,NA
8,4,141,155,1,handle,0,3,3
8,4,50,80,2,dresser,1,0,NA
8,4,56,99,4,cone,1,3,3
8,5,44,43,2,crib,1,NA,3
8,5,150,156,3,teapot,1,3,3
8,5,103,11,1,chair,1,0,NA
8,5,98,78,1,dress,1,3,3
8,5,143,128,4,shoe,1,NA,0
8,5,32,122,2,chain,1,3,3
8,5,88,40,3,spoon,1,1,1
8,5,71,20,4,aiosjf,0,3,3
8,5,20,71,4,briefcase,1,2,3
8,5,40,88,3,arm,0,3,3
8,5,78,98,1,sweater,1,3,3
8,5,43,44,2,crayon,1,3,3
8,5,156,150,3,ice tray,1,NA,NA
8,5,122,32,2,lure,1,3,3
8,5,11,103,1,bib,0,3,2
8,5,128,143,4,life vest,1,1,1
8,6,154,176,4,spoon,1,3,3
8,6,13,16,3,binder,1,3,2
8,6,165,45,4,mouse trap,1,3,3
8,6,174,131,2,glove,1,3,3
8,6,72,89,3,sponges,1,NA,2
8,6,62,123,1,watering pale,0,NA,1
8,6,79,59,2,glasses,1,3,NA
8,6,104,1,1,rolling pin,0,3,3
8,6,59,79,2,no idea,1,3,NA
8,6,123,62,1,seat,0,0,3
8,6,176,154,4,paper clip,1,1,3
8,6,16,13,3,book,1,3,1
8,6,89,72,3,sponge,1,3,NA
8,6,1,104,1,teapot,0,3,0
8,6,45,165,4,cutting board,1,1,NA
8,6,131,174,2,glove,1,2,3
8,7,90,57,3,amplifier,1,NA,NA
8,7,188,186,2,record,1,3,3
8,7,58,74,4,cd,1,3,3
8,7,172,170,1,compuyter,1,NA,NA
8,7,60,191,1,cord,1,1,1
8,7,117,135,4,airplane,1,3,1
8,7,53,23,3,cake,0,2,2
8,7,145,15,2,router,0,NA,NA
8,7,135,117,4,thing,1,NA,NA
8,7,170,172,1,black,1,1,1
8,7,186,188,2,lamp,1,2,2
8,7,23,53,3,bucket,1,3,3
8,7,15,145,2,router,0,0,2
8,7,74,58,4,wheel,1,3,3
8,7,191,60,1,cable,0,3,1
8,7,57,90,3,router,1,3,3
8,8,159,162,3,crowbar,1,NA,NA
8,8,81,96,1,stroller,1,3,3
8,8,151,97,1,key,0,1,3
8,8,157,33,4,axe,1,1,NA
8,8,39,18,3,book,0,NA,3
8,8,73,68,2,screwdriver,1,1,NA
8,8,144,140,4,highlighter,1,3,1
8,8,8,153,2,bed,1,2,NA
8,8,33,157,4,computer chair,1,3,3
8,8,68,73,2,vase,1,2,3
8,8,153,8,2,bed,0,1,3
8,8,18,39,3,thing,1,2,1
8,8,162,159,3,iron,0,3,3
8,8,140,144,4,hammer,1,NA,3
8,8,96,81,1,truck,0,NA,3
8,8,97,151,1,scissors,1,3,2
9,1,181,184,1,satelite,1,NA,NA
9,1,107,64,2,ring,1,3,3
9,1,86,29,4,purse,0,3,3
9,1,177,179,2,purse,0,3,3
9,1,161,163,3,pen,1,3,2
9,1,118,115,1,purse,1,NA,NA
9,1,124,100,3,sattelite,0,3,2
9,1,3,6,4,parchment,1,3,3
9,1,115,118,1,purse,0,NA,NA
9,1,29,86,4,hammer,0,3,3
9,1,184,181,1,ring,1,NA,NA
9,1,163,161,3,wheel,1,3,3
9,1,100,124,3,hammer,1,3,3
9,1,179,177,2,zip tie,1,3,3
9,1,64,107,2,clock,1,3,3
9,1,6,3,4,bathtub,1,3,3
9,2,137,28,3,microphone,1,3,3
9,2,111,125,1,wheel,1,3,0
9,2,85,25,4,lock,1,2,3
9,2,37,112,4,satelite,0,3,3
9,2,189,19,1,flask,1,2,NA
9,2,102,110,2,seat,0,3,3
9,2,166,129,2,hoe,1,NA,3
9,2,183,185,3,wheel,1,NA,3
9,2,19,189,1,chain,1,NA,NA
9,2,25,85,4,calculator,1,3,3
9,2,112,37,4,hoe,1,3,3
9,2,129,166,2,flask,1,NA,3
9,2,185,183,3,lock,0,3,3
9,2,28,137,3,microphone,0,3,3
9,2,110,102,2,ring,0,3,3
9,2,125,111,1,pick,1,3,NA
9,3,126,167,3,bumper,0,3,3
9,3,66,95,2,cup,1,3,3
9,3,192,133,3,ladder,1,3,3
9,3,147,146,4,hole punch,1,3,3
9,3,61,121,4,wine glass,0,NA,NA
9,3,30,69,2,pin,0,0,NA
9,3,52,26,1,bin,1,3,3
9,3,31,47,1,meter,1,NA,NA
9,3,47,31,1,tub,0,3,2
9,3,121,61,4,guitar,1,3,3
9,3,69,30,2,cane,0,3,3
9,3,167,126,3,guitar,0,NA,0
9,3,26,52,1,pin,1,3,3
9,3,95,66,2,teeth,1,3,3
9,3,133,192,3,guitar,1,3,3
9,3,146,147,4,flask,0,3,3
9,4,7,119,2,wheel,0,3,3
9,4,113,76,4,suitcase,1,3,3
9,4,34,4,4,tile,1,0,3
9,4,80,50,3,sundial,1,NA,3
9,4,99,56,1,metal,1,NA,0
9,4,139,14,3,rod,1,3,NA
9,4,155,141,2,dresser,0,3,3
9,4,187,2,1,bed,0,3,2
9,4,141,155,2,rod,0,3,3
9,4,119,7,2,shell,1,3,2
9,4,2,187,1,bug,0,3,0
9,4,4,34,4,circle,0,3,3
9,4,14,139,3,piece,0,NA,3
9,4,76,113,4,cheese grater,0,3,3
9,4,56,99,1,gray,0,2,NA
9,4,50,80,3,dresser,1,3,3
9,5,71,20,1,broken,1,0,NA
9,5,143,128,1,chair,1,NA,NA
9,5,150,156,4,pacman,1,3,3
9,5,88,40,4,ladle,1,NA,0
9,5,44,43,3,radiator,1,3,3
9,5,98,78,2,curtain,0,2,2
9,5,103,11,2,gate,1,3,0
9,5,32,122,3,chain,1,3,3
9,5,128,143,1,cup,0,2,3
9,5,40,88,4,belt,0,3,3
9,5,122,32,3,fishing lure,1,3,3
9,5,11,103,2,purse,1,3,3
9,5,43,44,3,crayon,1,0,0
9,5,78,98,2,bench,1,3,3
9,5,156,150,4,ice cube tray,1,3,2
9,5,20,71,1,mug,0,3,3
9,6,165,45,1,flask,1,3,3
9,6,62,123,2,rod,1,NA,2
9,6,72,89,4,book,1,3,3
9,6,13,16,4,sunglasses,1,NA,0
9,6,174,131,3,dna,1,0,NA
9,6,104,1,2,binder,0,3,3
9,6,154,176,1,spoon,1,0,0
9,6,79,59,3,sunglasses,1,3,NA
9,6,59,79,3,mat,1,3,3
9,6,1,104,2,pillow,1,2,3
9,6,45,165,1,circle,1,3,3
9,6,176,154,1,rai,1,2,3
9,6,131,174,3,table,1,3,3
9,6,89,72,4,pillow,0,0,2
9,6,16,13,4,binder,0,3,2
9,6,123,62,2,pad,1,3,2
9,7,145,15,3,scale,1,3,3
9,7,188,186,3,speaker,1,3,3
9,7,172,170,2,ethernet,1,3,3
9,7,60,191,2,cutter,1,2,3
9,7,58,74,1,metal,0,NA,NA
9,7,117,135,1,wrench,1,0,NA
9,7,53,23,4,weld,0,3,3
9,7,90,57,4,speaker,1,NA,NA
9,7,170,172,2,speaker,0,2,2
9,7,135,117,1,cable,0,2,3
9,7,191,60,2,cable,1,3,2
9,7,74,58,1,tire,1,0,NA
9,7,57,90,4,clipper,1,3,3
9,7,23,53,4,bench,1,3,3
9,7,186,188,3,lamp,1,2,2
9,7,15,145,3,tailgate,1,3,3
9,8,157,33,1,axe,1,3,1
9,8,159,162,4,shard,0,3,2
9,8,144,140,1,bottle,0,NA,2
9,8,151,97,2,key,1,2,3
9,8,73,68,3,blender,0,3,3
9,8,39,18,4,blender,1,NA,0
9,8,8,153,3,bridge,1,3,3
9,8,81,96,2,candle,1,3,3
9,8,162,159,4,gap,0,NA,NA
9,8,153,8,3,filament,0,2,0
9,8,140,144,1,fender,0,3,2
9,8,96,81,2,chi,1,3,3
9,8,68,73,3,foil,0,3,NA
9,8,97,151,2,scissors,1,3,3
9,8,33,157,1,stand,0,2,1
9,8,18,39,4,mug,0,NA,NA
10,1,3,6,1,lens,1,0,NA
10,1,161,163,4,pen,1,3,3
10,1,86,29,1,steering wheel,1,NA,NA
10,1,118,115,2,dashboard,1,0,0
10,1,177,179,3,paper towels,1,2,2
10,1,124,100,4,magnifying glass,1,3,3
10,1,107,64,3,earrings,1,2,2
10,1,181,184,2,circuit board,1,0,0
10,1,64,107,3,clock,1,3,3
10,1,115,118,2,high heels,1,0,0
10,1,163,161,4,leather bag,1,3,3
10,1,100,124,4,satellite,1,3,3
10,1,184,181,2,pillow,1,0,0
10,1,29,86,1,lamp,0,NA,NA
10,1,6,3,1,car,0,NA,0
10,1,179,177,3,belt,1,2,2
10,2,166,129,3,pipe,0,NA,2
10,2,183,185,4,steering wheel,1,0,3
10,2,137,28,4,flask,1,NA,3
10,2,37,112,1,comb,0,3,NA
10,2,102,110,3,recliner,0,3,2
10,2,85,25,1,rod,0,0,0
10,2,111,125,2,placemat,0,2,0
10,2,189,19,2,handlebar,1,NA,0
10,2,129,166,3,knot,1,2,2
10,2,112,37,1,comb,1,3,NA
10,2,110,102,3,liquid,1,3,3
10,2,185,183,4,chair,1,2,3
10,2,125,111,2,corkscrew,1,3,0
10,2,28,137,4,candle,1,0,3
10,2,19,189,2,nicklace,1,0,0
10,2,25,85,1,telephone,1,0,NA
10,3,52,26,2,deodorant,1,NA,NA
10,3,31,47,2,cell phone,1,3,3
10,3,126,167,4,furnace,0,2,2
10,3,61,121,1,golf club,1,NA,NA
10,3,66,95,3,pants,0,3,3
10,3,30,69,3,cane,1,NA,0
10,3,192,133,4,ladder,1,2,2
10,3,147,146,1,nail clippers,0,0,NA
10,3,26,52,2,camera,1,0,0
10,3,167,126,4,nail clippers,1,3,3
10,3,47,31,2,cell phone,1,3,3
10,3,95,66,3,recliner,1,2,2
10,3,133,192,4,guitar,1,0,0
10,3,69,30,3,umbrella,1,0,0
10,3,121,61,1,tea kettle,1,0,0
10,3,146,147,1,nail clippers,0,3,3
10,4,139,14,4,hair pin,1,2,3
10,4,7,119,3,battery,1,3,3
10,4,187,2,2,backpack,0,2,3
10,4,113,76,1,chair,1,3,2
10,4,34,4,1,tile,1,NA,NA
10,4,99,56,2,sundial,1,0,3
10,4,155,141,3,binoculars,1,NA,0
10,4,80,50,4,sundial,0,0,NA
10,4,56,99,2,bunny rabbit,0,3,NA
10,4,119,7,3,lens,1,0,0
10,4,4,34,1,chess board,0,2,3
10,4,76,113,1,grater,1,3,0
10,4,2,187,2,backpack,1,0,2
10,4,50,80,4,dresser,1,NA,0
10,4,14,139,4,binoculars,1,3,0
10,4,141,155,3,backpack,1,0,3
10,5,88,40,1,bicycle,0,0,0
10,5,44,43,4,crib,1,2,2
10,5,98,78,3,scarf,1,NA,NA
10,5,71,20,2,gun,0,0,NA
10,5,143,128,2,briefcase,1,3,3
10,5,150,156,1,light bulb,1,0,0
10,5,103,11,3,sweater,1,3,3
10,5,32,122,4,chain,1,3,3
10,5,43,44,4,crayon,1,3,3
10,5,122,32,4,lure,1,0,0
10,5,128,143,2,briefcase,1,3,3
10,5,78,98,3,sweater,1,0,0
10,5,156,150,1,crib,0,NA,NA
10,5,40,88,1,flashlight,0,3,3
10,5,11,103,3,scarf,1,NA,0
10,5,20,71,2,watering can,1,2,2
10,6,13,16,1,cutting board,1,3,3
10,6,174,131,4,glove,1,3,NA
10,6,72,89,1,sponge,0,0,2
10,6,79,59,4,glasses,0,NA,3
10,6,154,176,2,ladle,1,3,0
10,6,104,1,3,rollin gpin,1,3,2
10,6,62,123,3,kettle,1,2,0
10,6,165,45,2,mousetrap,1,0,0
10,6,16,13,1,book,1,0,3
10,6,131,174,4,glove,1,3,0
10,6,176,154,2,paper clip,1,NA,NA
10,6,1,104,3,tea pot,1,NA,3
10,6,123,62,3,helmet,1,3,2
10,6,89,72,1,sponge,0,2,NA
10,6,59,79,4,keys,1,0,0
10,6,45,165,2,cutting board,1,0,2
10,7,60,191,3,cable,1,3,3
10,7,53,23,1,cabinet,1,3,3
10,7,90,57,1,router,0,0,0
10,7,145,15,4,router,1,0,0
10,7,117,135,2,plane,1,2,2
10,7,58,74,2,wheel,0,2,2
10,7,172,170,3,handlebar,0,NA,NA
10,7,188,186,4,record,1,0,0
10,7,186,188,4,lantern,1,3,3
10,7,170,172,3,notepad,1,NA,0
10,7,23,53,1,bucket,1,NA,NA
10,7,191,60,3,hose,1,0,0
10,7,74,58,2,wheel,1,3,3
10,7,135,117,2,plane,0,2,2
10,7,57,90,1,computer,0,2,2
10,7,15,145,4,plane,0,0,0
10,8,157,33,2,axe,1,0,0
10,8,159,162,1,scissors,0,2,NA
10,8,144,140,2,marker,1,2,3
10,8,73,68,4,toothbrush,1,3,3
10,8,39,18,1,book,0,0,0
10,8,151,97,3,key,1,0,0
10,8,81,96,3,stroller,1,2,0
10,8,8,153,4,rack,1,NA,2
10,8,162,159,1,iron,0,0,3
10,8,97,151,3,scissors,1,2,2
10,8,140,144,2,axe,1,0,2
10,8,153,8,4,bed,0,0,3
10,8,18,39,1,jacket,1,3,NA
10,8,96,81,3,truck,1,3,0
10,8,33,157,2,office chir,1,3,0
10,8,68,73,4,vase,1,NA,3
11,1,161,163,1,pen,1,NA,NA
11,1,107,64,4,ring,1,3,3
11,1,177,179,4,paper towels,1,3,3
11,1,86,29,2,spade,1,3,3
11,1,118,115,3,pillow,1,3,3
11,1,124,100,1,magnifying glass,1,0,NA
11,1,181,184,3,clip board,1,3,3
11,1,3,6,2,bowl,1,3,3
11,1,163,161,1,boot,1,NA,0
11,1,100,124,1,satellite,0,0,0
11,1,115,118,3,puzzle piece,1,3,3
11,1,184,181,3,table,1,2,2
11,1,6,3,2,box,1,3,3
11,1,64,107,4,clock,1,3,3
11,1,29,86,2,candle stick,1,3,3
11,1,179,177,4,bandage,1,3,3
11,2,166,129,4,nail,1,3,3
11,2,37,112,2,comb,1,0,3
11,2,137,28,1,flask,0,3,NA
11,2,189,19,3,pen,1,3,2
11,2,183,185,1,lock,0,3,NA
11,2,102,110,4,saddle,1,3,3
11,2,85,25,2,screw,1,3,3
11,2,111,125,3,microphone,1,3,2
11,2,129,166,4,knot,1,3,3
11,2,112,37,2,rake,1,3,3
11,2,28,137,1,log,0,NA,NA
11,2,110,102,4,saddle,0,3,3
11,2,25,85,2,calculator,1,3,3
11,2,19,189,3,bracelet,1,0,3
11,2,125,111,3,corkscrew,1,NA,3
11,2,185,183,1,lever,0,2,NA
11,3,192,133,1,ladder,0,3,3
11,3,52,26,3,deoderant,1,3,3
11,3,31,47,3,folding chair,0,3,3
11,3,66,95,4,wallet,1,2,2
11,3,61,121,2,wine glass,0,3,3
11,3,126,167,1,stove,0,3,3
11,3,30,69,4,cane,1,3,3
11,3,147,146,2,hole punch,1,2,2
11,3,26,52,3,camera,1,NA,0
11,3,146,147,2,hinge,1,3,3
11,3,121,61,2,mug,1,3,3
11,3,95,66,4,phone,1,3,3
11,3,69,30,4,umbrella,1,3,3
11,3,167,126,1,handle,0,NA,NA
11,3,133,192,1,guitar,0,NA,NA
11,3,47,31,3,camera,1,NA,NA
11,4,99,56,3,saw,1,3,3
11,4,7,119,4,battery,1,3,3
11,4,80,50,1,sundial,1,2,3
11,4,113,76,2,radio,1,3,3
11,4,34,4,2,chess,1,2,3
11,4,139,14,1,bobby pin,0,0,3
11,4,155,141,4,lamp,1,NA,NA
11,4,187,2,3,shirt,1,3,3
11,4,76,113,2,grater,1,3,0
11,4,50,80,1,bureau,1,NA,NA
11,4,56,99,3,stand,1,NA,3
11,4,4,34,2,jacket,1,3,0
11,4,119,7,4,pill,1,3,2
11,4,141,155,4,bag,1,3,3
11,4,14,139,1,binoculars,1,3,3
11,4,2,187,3,boot,1,3,3
11,5,150,156,2,lamp,1,3,3
11,5,98,78,4,scarf,1,3,3
11,5,44,43,1,crib,0,3,3
11,5,71,20,3,gun,1,3,3
11,5,32,122,1,chain,0,NA,NA
11,5,143,128,3,boot,1,3,3
11,5,88,40,2,frying pan,1,3,3
11,5,103,11,4,rug,1,3,3
11,5,122,32,1,lure,0,3,3
11,5,20,71,3,briefcase,1,3,3
11,5,43,44,1,croquet,1,0,NA
11,5,11,103,4,bib,0,2,3
11,5,156,150,2,ice cube tray,1,3,3
11,5,78,98,4,sweater,1,NA,NA
11,5,128,143,3,backpack,1,3,3
11,5,40,88,2,light,0,0,NA
11,6,79,59,1,glasses,0,3,3
11,6,165,45,3,moustrap,1,3,3
11,6,62,123,4,watering can,1,3,2
11,6,72,89,2,towel,1,3,NA
11,6,154,176,3,ladle,1,3,NA
11,6,174,131,1,pants,1,NA,3
11,6,104,1,4,rolling pin,1,3,3
11,6,13,16,2,binder,1,NA,NA
11,6,176,154,3,paper clip,1,NA,3
11,6,131,174,1,glove,0,3,3
11,6,45,165,3,lazy susan,1,3,3
11,6,16,13,2,book,1,NA,3
11,6,59,79,1,keys,1,3,2
11,6,123,62,4,helmet,1,3,2
11,6,1,104,4,kettle,1,3,3
11,6,89,72,2,sponge,1,3,NA
11,7,145,15,1,saw,0,3,3
11,7,188,186,1,record,1,2,3
11,7,90,57,2,speaker,1,NA,3
11,7,172,170,4,brush,1,3,3
11,7,60,191,4,cable,1,3,3
11,7,53,23,2,folder,1,2,3
11,7,117,135,3,plane,1,3,3
